$GNGGA,UTC,Latitude,Direction_of_latitude,Longitude,Direction_of_longitude,GPS_Quality,Number_of_S,HDOP,altitude,Meters,Geoid_separation,Meters,Age_of_differential,checksum,$GNGST,UTC,RMS,semi-major,semi-minor,error_orientation,Lat_sigma_error,Long_sigma_error,Height_sigma_error,checksum,
$GNGGA,142037.6,3004.244001,N,3101.295342,E,5,14,0.7,75.983,M,15.52,M,1,*65,$GNGST,142037.6,2.148,,,,0.024,0.015,0.035,*69,
$GNGGA,142037.8,3004.243868,N,3101.295298,E,5,13,0.7,75.972,M,15.52,M,1.2,*60,$GNGST,142037.8,1.983,,,,0.024,0.015,0.038,*66,
$GNGGA,142038,3004.243719,N,3101.295265,E,5,14,0.7,75.985,M,15.52,M,1.4,*66,$GNGST,142038,1.936,,,,0.024,0.015,0.036,*61,
$GNGGA,142038.2,3004.243561,N,3101.29519,E,5,13,0.7,76.058,M,15.52,M,1.6,*6D,$GNGST,142038.2,1.672,,,,0.024,0.015,0.039,*63,
$GNGGA,142038.4,3004.243396,N,3101.295122,E,5,13,0.7,75.967,M,15.52,M,0.8,*62,$GNGST,142038.4,1.71,,,,0.024,0.015,0.039,*60,
$GNGGA,142038.6,3004.243233,N,3101.295015,E,5,14,0.7,76.022,M,15.52,M,1,*6D,$GNGST,142038.6,1.827,,,,0.024,0.015,0.038,*68,
$GNGGA,142038.8,3004.243081,N,3101.294927,E,5,13,0.7,76.058,M,15.52,M,1.2,*6E,$GNGST,142038.8,1.84,,,,0.024,0.015,0.037,*68,
$GNGGA,142039,3004.242945,N,3101.294827,E,5,14,0.7,76.07,M,15.52,M,1.4,*6C,$GNGST,142039,1.781,,,,0.024,0.015,0.037,*63,
$GNGGA,142039.2,3004.242822,N,3101.294737,E,5,13,0.7,76.082,M,15.52,M,1.6,*61,$GNGST,142039.2,1.703,,,,0.024,0.015,0.037,*6B,
$GNGGA,142039.4,3004.242718,N,3101.294659,E,5,14,0.7,76.114,M,15.52,M,0.8,*65,$GNGST,142039.4,1.551,,,,0.024,0.015,0.036,*69,
$GNGGA,142039.6,3004.242627,N,3101.294587,E,5,14,0.7,76.111,M,15.52,M,1,*67,$GNGST,142039.6,1.641,,,,0.024,0.015,0.036,*69,
$GNGGA,142039.8,3004.242545,N,3101.294518,E,5,14,0.7,76.126,M,15.52,M,1.2,*68,$GNGST,142039.8,1.607,,,,0.024,0.015,0.036,*65,
$GNGGA,142040,3004.242481,N,3101.294462,E,5,14,0.7,76.128,M,15.52,M,1.4,*65,$GNGST,142040,1.706,,,,0.024,0.015,0.036,*63,
$GNGGA,142040.2,3004.242428,N,3101.294414,E,5,14,0.7,76.112,M,15.52,M,1.6,*6D,$GNGST,142040.2,1.587,,,,0.024,0.015,0.036,*6A,
$GNGGA,142040.4,3004.24238,N,3101.29437,E,5,14,0.7,76.122,M,15.52,M,1.8,*63,$GNGST,142040.4,1.614,,,,0.024,0.015,0.036,*65,
$GNGGA,142040.6,3004.242347,N,3101.294338,E,5,14,0.7,76.13,M,15.52,M,1,*6C,$GNGST,142040.6,1.743,,,,0.024,0.015,0.036,*64,
$GNGGA,142040.8,3004.242325,N,3101.29432,E,5,14,0.7,76.142,M,15.52,M,1.2,*65,$GNGST,142040.8,1.854,,,,0.024,0.015,0.036,*63,
$GNGGA,142041,3004.242312,N,3101.294309,E,5,14,0.7,76.137,M,15.52,M,1.4,*62,$GNGST,142041,1.665,,,,0.024,0.015,0.036,*66,
$GNGGA,142041.2,3004.242307,N,3101.294303,E,5,14,0.7,76.13,M,15.52,M,1.6,*66,$GNGST,142041.2,1.901,,,,0.024,0.015,0.036,*69,
$GNGGA,142041.4,3004.242307,N,3101.294303,E,5,14,0.7,76.131,M,15.52,M,1.8,*6F,$GNGST,142041.4,2.143,,,,0.024,0.015,0.036,*62,
$GNGGA,142041.6,3004.242311,N,3101.294307,E,5,14,0.7,76.136,M,15.52,M,1,*68,$GNGST,142041.6,1.878,,,,0.024,0.015,0.035,*61,
$GNGGA,142041.8,3004.242317,N,3101.294312,E,5,14,0.7,76.139,M,15.52,M,1.2,*63,$GNGST,142041.8,1.669,,,,0.024,0.015,0.035,*61,
$GNGGA,142042,3004.242323,N,3101.294317,E,5,14,0.7,76.139,M,15.52,M,1.4,*60,$GNGST,142042,1.481,,,,0.024,0.015,0.036,*6D,
$GNGGA,142042.2,3004.242325,N,3101.294317,E,5,14,0.7,76.137,M,15.52,M,1.6,*62,$GNGST,142042.2,1.405,,,,0.024,0.015,0.036,*63,
$GNGGA,142042.4,3004.242321,N,3101.294315,E,5,14,0.7,76.137,M,15.52,M,1.8,*69,$GNGST,142042.4,1.387,,,,0.024,0.015,0.036,*68,
$GNGGA,142042.6,3004.24232,N,3101.294314,E,5,14,0.7,76.135,M,15.52,M,1,*63,$GNGST,142042.6,1.285,,,,0.023,0.015,0.035,*6D,
$GNGGA,142042.8,3004.242319,N,3101.294312,E,5,14,0.7,76.131,M,15.52,M,1.2,*61,$GNGST,142042.8,1.339,,,,0.024,0.015,0.035,*62,
$GNGGA,142043,3004.24232,N,3101.294312,E,5,14,0.7,76.13,M,15.52,M,1.4,*6D,$GNGST,142043,1.321,,,,0.024,0.015,0.035,*62,
$GNGGA,142043.2,3004.24232,N,3101.294312,E,5,14,0.7,76.132,M,15.52,M,1.6,*61,$GNGST,142043.2,1.316,,,,0.024,0.015,0.036,*67,
$GNGGA,142043.4,3004.24232,N,3101.294311,E,5,14,0.7,76.136,M,15.52,M,1.8,*6D,$GNGST,142043.4,1.329,,,,0.024,0.015,0.036,*6D,
$GNGGA,142043.6,3004.242322,N,3101.294311,E,5,14,0.7,76.133,M,15.52,M,1,*61,$GNGST,142043.6,1.361,,,,0.023,0.015,0.035,*67,
$GNGGA,142043.8,3004.242322,N,3101.294311,E,5,14,0.7,76.123,M,15.52,M,1.2,*6B,$GNGST,142043.8,1.365,,,,0.023,0.015,0.035,*6D,
$GNGGA,142044,3004.242321,N,3101.294311,E,5,14,0.7,76.126,M,15.52,M,1.4,*63,$GNGST,142044,1.354,,,,0.024,0.015,0.035,*67,
$GNGGA,142044.2,3004.24232,N,3101.294313,E,5,14,0.7,76.13,M,15.52,M,0.6,*62,$GNGST,142044.2,1.465,,,,0.023,0.015,0.035,*67,
$GNGGA,142044.4,3004.242319,N,3101.294312,E,5,14,0.7,76.129,M,15.52,M,0.8,*62,$GNGST,142044.4,1.461,,,,0.023,0.015,0.035,*65,
$GNGGA,142044.6,3004.242313,N,3101.294308,E,5,14,0.7,76.13,M,15.52,M,1,*60,$GNGST,142044.6,1.472,,,,0.023,0.015,0.035,*65,
$GNGGA,142044.8,3004.242304,N,3101.294298,E,5,14,0.7,76.126,M,15.52,M,1.2,*62,$GNGST,142044.8,1.449,,,,0.023,0.015,0.035,*63,
$GNGGA,142045,3004.242286,N,3101.294281,E,5,14,0.7,76.123,M,15.52,M,1.4,*6A,$GNGST,142045,1.489,,,,0.023,0.015,0.035,*66,
$GNGGA,142045.2,3004.242262,N,3101.294259,E,5,14,0.7,76.137,M,15.52,M,1.6,*6A,$GNGST,142045.2,1.514,,,,0.024,0.015,0.035,*66,
$GNGGA,142045.4,3004.242231,N,3101.294227,E,5,14,0.7,76.138,M,15.52,M,1.8,*69,$GNGST,142045.4,1.564,,,,0.024,0.015,0.036,*64,
$GNGGA,142045.6,3004.242192,N,3101.294187,E,5,14,0.7,76.149,M,15.52,M,2,*6C,$GNGST,142045.6,1.553,,,,0.024,0.015,0.036,*62,
$GNGGA,142045.8,3004.242144,N,3101.294144,E,5,14,0.7,76.144,M,15.52,M,1.2,*60,$GNGST,142045.8,1.596,,,,0.023,0.015,0.035,*61,
$GNGGA,142046,3004.242098,N,3101.294092,E,5,13,0.7,76.152,M,15.52,M,1.4,*64,$GNGST,142046,1.64,,,,0.024,0.015,0.036,*66,
$GNGGA,142046.2,3004.242045,N,3101.294035,E,5,13,0.7,76.163,M,15.52,M,1.6,*6A,$GNGST,142046.2,1.653,,,,0.024,0.015,0.036,*66,
$GNGGA,142046.4,3004.241988,N,3101.293971,E,5,13,0.7,76.157,M,15.52,M,1.8,*60,$GNGST,142046.4,1.681,,,,0.024,0.015,0.036,*6F,
$GNGGA,142046.6,3004.241936,N,3101.29391,E,5,14,0.7,76.17,M,15.52,M,2,*61,$GNGST,142046.6,1.621,,,,0.024,0.015,0.036,*67,
$GNGGA,142046.8,3004.241897,N,3101.293858,E,5,14,0.7,76.196,M,15.52,M,1.2,*6F,$GNGST,142046.8,1.838,,,,0.023,0.015,0.035,*6B,
$GNGGA,142047,3004.241872,N,3101.293823,E,5,13,0.7,76.189,M,15.52,M,1.4,*6D,$GNGST,142047,1.858,,,,0.024,0.015,0.036,*60,
$GNGGA,142047.2,3004.241853,N,3101.293798,E,5,13,0.7,76.185,M,15.52,M,1.6,*65,$GNGST,142047.2,1.818,,,,0.024,0.015,0.036,*66,
$GNGGA,142047.4,3004.241842,N,3101.293786,E,5,12,0.7,76.179,M,15.52,M,1.8,*66,$GNGST,142047.4,1.922,,,,0.024,0.015,0.036,*68,
$GNGGA,142047.6,3004.241838,N,3101.293783,E,5,12,0.7,76.184,M,15.52,M,1,*6F,$GNGST,142047.6,1.973,,,,0.023,0.015,0.035,*6A,
$GNGGA,142047.8,3004.241843,N,3101.293789,E,5,12,0.7,76.185,M,15.52,M,1.2,*6E,$GNGST,142047.8,2.052,,,,0.024,0.015,0.035,*6A,
$GNGGA,142048,3004.241851,N,3101.293798,E,5,12,0.7,76.185,M,15.52,M,1.4,*6A,$GNGST,142048,2.03,,,,0.024,0.015,0.036,*6A,
$GNGGA,142048.2,3004.241861,N,3101.293815,E,5,12,0.7,76.166,M,15.52,M,1.6,*6C,$GNGST,142048.2,2.024,,,,0.024,0.015,0.039,*62,
$GNGGA,142048.4,3004.241872,N,3101.293829,E,5,13,0.7,76.159,M,15.52,M,1.8,*63,$GNGST,142048.4,1.963,,,,0.024,0.015,0.038,*6C,
$GNGGA,142048.6,3004.241877,N,3101.293836,E,5,13,0.7,76.162,M,15.52,M,1,*6A,$GNGST,142048.6,1.865,,,,0.023,0.015,0.037,*61,
$GNGGA,142048.8,3004.241878,N,3101.293832,E,5,13,0.7,76.161,M,15.52,M,1.2,*65,$GNGST,142048.8,1.853,,,,0.023,0.015,0.036,*6B,
$GNGGA,142049,3004.241874,N,3101.293828,E,5,13,0.7,76.157,M,15.52,M,1.4,*65,$GNGST,142049,1.79,,,,0.024,0.015,0.036,*65,
$GNGGA,142049.2,3004.241869,N,3101.293821,E,5,13,0.7,76.152,M,15.52,M,1.6,*61,$GNGST,142049.2,1.752,,,,0.024,0.015,0.036,*69,
$GNGGA,142049.4,3004.241859,N,3101.29381,E,5,13,0.7,76.15,M,15.52,M,1.8,*60,$GNGST,142049.4,1.783,,,,0.024,0.015,0.036,*63,
$GNGGA,142049.6,3004.241847,N,3101.293793,E,5,13,0.7,76.14,M,15.52,M,1,*61,$GNGST,142049.6,1.72,,,,0.023,0.015,0.036,*6F,
$GNGGA,142049.8,3004.24183,N,3101.293771,E,5,13,0.7,76.141,M,15.52,M,1.2,*63,$GNGST,142049.8,1.709,,,,0.023,0.015,0.036,*6A,
$GNGGA,142050,3004.241803,N,3101.293738,E,5,13,0.7,76.164,M,15.52,M,1.4,*66,$GNGST,142050,1.765,,,,0.023,0.015,0.036,*60,
$GNGGA,142050.2,3004.241773,N,3101.293701,E,5,13,0.7,76.157,M,15.52,M,1.6,*69,$GNGST,142050.2,1.746,,,,0.023,0.015,0.036,*63,
$GNGGA,142050.4,3004.241742,N,3101.293657,E,5,12,0.7,76.153,M,15.52,M,1.8,*6C,$GNGST,142050.4,1.793,,,,0.024,0.015,0.036,*6A,
$GNGGA,142050.6,3004.2417,N,3101.29361,E,5,14,0.7,76.17,M,15.52,M,1,*6F,$GNGST,142050.6,1.752,,,,0.023,0.015,0.035,*61,
$GNGGA,142050.8,3004.24165,N,3101.293559,E,5,14,0.7,76.168,M,15.52,M,1.2,*68,$GNGST,142050.8,1.728,,,,0.023,0.015,0.035,*62,
$GNGGA,142051,3004.241599,N,3101.29349,E,5,13,0.7,76.171,M,15.52,M,1.4,*6C,$GNGST,142051,1.793,,,,0.023,0.015,0.036,*68,
$GNGGA,142051.2,3004.241547,N,3101.293423,E,5,12,0.7,76.158,M,15.52,M,1.6,*6E,$GNGST,142051.2,1.772,,,,0.024,0.015,0.039,*6D,
$GNGGA,142051.4,3004.241483,N,3101.293348,E,5,12,0.7,76.157,M,15.52,M,1.8,*6D,$GNGST,142051.4,1.716,,,,0.024,0.015,0.039,*69,
$GNGGA,142051.6,3004.241412,N,3101.293262,E,5,14,0.7,76.204,M,15.52,M,1,*66,$GNGST,142051.6,1.527,,,,0.023,0.015,0.035,*60,
$GNGGA,142051.8,3004.241345,N,3101.293175,E,5,14,0.7,76.173,M,15.52,M,1.2,*6D,$GNGST,142051.8,1.555,,,,0.023,0.015,0.036,*68,
$GNGGA,142052,3004.241264,N,3101.293075,E,5,14,0.7,76.191,M,15.52,M,1.4,*6F,$GNGST,142052,1.512,,,,0.023,0.015,0.036,*60,
$GNGGA,142052.2,3004.241179,N,3101.292969,E,5,15,0.7,76.213,M,15.52,M,1.6,*6F,$GNGST,142052.2,1.408,,,,0.023,0.015,0.035,*6B,
$GNGGA,142052.4,3004.241095,N,3101.292869,E,5,15,0.7,76.188,M,15.52,M,0.8,*63,$GNGST,142052.4,1.428,,,,0.023,0.015,0.035,*6F,
$GNGGA,142052.6,3004.240997,N,3101.292756,E,5,15,0.7,76.204,M,15.52,M,1,*63,$GNGST,142052.6,1.454,,,,0.023,0.015,0.035,*66,
$GNGGA,142052.8,3004.240892,N,3101.292638,E,5,15,0.7,76.217,M,15.52,M,1.2,*64,$GNGST,142052.8,1.518,,,,0.023,0.015,0.035,*61,
$GNGGA,142053,3004.240791,N,3101.292521,E,5,15,0.7,76.218,M,15.52,M,1.4,*64,$GNGST,142053,1.444,,,,0.023,0.015,0.035,*60,
$GNGGA,142053.2,3004.240689,N,3101.292391,E,5,15,0.7,76.223,M,15.52,M,1.6,*6C,$GNGST,142053.2,1.397,,,,0.023,0.015,0.035,*6B,
$GNGGA,142053.4,3004.24057,N,3101.29226,E,5,15,0.7,76.263,M,15.52,M,0.8,*60,$GNGST,142053.4,1.504,,,,0.023,0.015,0.035,*61,
$GNGGA,142053.6,3004.240459,N,3101.292127,E,5,15,0.7,76.258,M,15.52,M,1,*61,$GNGST,142053.6,1.518,,,,0.023,0.015,0.035,*6E,
$GNGGA,142053.8,3004.240339,N,3101.291992,E,5,15,0.7,76.262,M,15.52,M,1.2,*64,$GNGST,142053.8,1.501,,,,0.023,0.015,0.035,*68,
$GNGGA,142054,3004.24021,N,3101.29186,E,5,15,0.7,76.284,M,15.52,M,1.4,*6E,$GNGST,142054,1.495,,,,0.023,0.015,0.035,*6B,
$GNGGA,142054.2,3004.240084,N,3101.291728,E,5,15,0.7,76.285,M,15.52,M,1.6,*69,$GNGST,142054.2,1.514,,,,0.023,0.015,0.035,*61,
$GNGGA,142054.4,3004.239961,N,3101.291587,E,5,15,0.7,76.31,M,15.52,M,0.8,*65,$GNGST,142054.4,1.351,,,,0.023,0.015,0.035,*60,
$GNGGA,142054.6,3004.239833,N,3101.291456,E,5,15,0.7,76.315,M,15.52,M,1,*61,$GNGST,142054.6,1.34,,,,0.023,0.015,0.035,*62,
$GNGGA,142054.8,3004.239696,N,3101.291327,E,5,15,0.7,76.324,M,15.52,M,1.2,*65,$GNGST,142054.8,1.278,,,,0.023,0.015,0.035,*66,
$GNGGA,142055,3004.23956,N,3101.291184,E,5,15,0.7,76.341,M,15.52,M,1.4,*64,$GNGST,142055,1.311,,,,0.023,0.015,0.035,*61,
$GNGGA,142055.2,3004.239423,N,3101.291055,E,5,14,0.7,76.345,M,15.52,M,1.6,*6B,$GNGST,142055.2,1.314,,,,0.023,0.015,0.035,*66,
$GNGGA,142055.4,3004.239276,N,3101.290923,E,5,14,0.7,76.367,M,15.52,M,1.8,*6B,$GNGST,142055.4,1.329,,,,0.023,0.015,0.035,*6E,
$GNGGA,142055.6,3004.23913,N,3101.29079,E,5,14,0.7,76.379,M,15.52,M,1,*62,$GNGST,142055.6,1.335,,,,0.023,0.015,0.035,*61,
$GNGGA,142055.8,3004.238984,N,3101.290654,E,5,14,0.7,76.393,M,15.52,M,1.2,*69,$GNGST,142055.8,1.454,,,,0.023,0.015,0.035,*6F,
$GNGGA,142056,3004.23884,N,3101.290524,E,5,13,0.7,76.409,M,15.52,M,1.4,*6A,$GNGST,142056,1.589,,,,0.023,0.015,0.035,*65,
$GNGGA,142056.2,3004.238695,N,3101.290405,E,5,13,0.7,76.416,M,15.52,M,1.6,*63,$GNGST,142056.2,1.785,,,,0.023,0.015,0.035,*69,
$GNGGA,142056.4,3004.238546,N,3101.290284,E,5,11,0.7,76.424,M,15.52,M,1.8,*64,$GNGST,142056.4,1.974,,,,0.023,0.015,0.035,*6F,
$GNGGA,142056.6,3004.238397,N,3101.290163,E,5,11,0.7,76.43,M,15.52,M,2,*65,$GNGST,142056.6,2.075,,,,0.023,0.015,0.035,*66,
$GNGGA,142056.8,3004.23825,N,3101.290044,E,5,12,0.7,76.429,M,15.52,M,1.2,*6A,$GNGST,142056.8,2.382,,,,0.023,0.015,0.035,*63,
$GNGGA,142057,3004.2381,N,3101.28993,E,5,12,0.7,76.436,M,15.52,M,1.4,*6C,$GNGST,142057,2.388,,,,0.023,0.015,0.035,*60,
$GNGGA,142057.2,3004.237943,N,3101.289818,E,5,12,0.7,76.45,M,15.52,M,0.6,*6A,$GNGST,142057.2,2.446,,,,0.023,0.015,0.035,*67,
$GNGGA,142057.4,3004.237788,N,3101.289707,E,5,12,0.7,76.474,M,15.52,M,0.8,*63,$GNGST,142057.4,2.459,,,,0.023,0.015,0.035,*6F,
$GNGGA,142057.6,3004.237635,N,3101.2896,E,5,12,0.7,76.465,M,15.52,M,1,*62,$GNGST,142057.6,2.466,,,,0.023,0.015,0.035,*61,
$GNGGA,142057.8,3004.237467,N,3101.289492,E,5,12,0.7,76.498,M,15.52,M,1.2,*65,$GNGST,142057.8,2.436,,,,0.023,0.015,0.035,*6A,
$GNGGA,142058,3004.237301,N,3101.289381,E,5,11,0.7,76.52,M,15.52,M,0.4,*68,$GNGST,142058,2.315,,,,0.023,0.015,0.038,*66,
$GNGGA,142058.2,3004.237133,N,3101.289272,E,5,12,0.7,76.548,M,15.52,M,0.6,*6D,$GNGST,142058.2,2.252,,,,0.023,0.015,0.035,*6B,
$GNGGA,142058.4,3004.236958,N,3101.289164,E,5,12,0.7,76.554,M,15.52,M,0.8,*6E,$GNGST,142058.4,2.227,,,,0.023,0.015,0.035,*6F,
$GNGGA,142058.6,3004.236782,N,3101.289064,E,5,12,0.7,76.539,M,15.52,M,1,*66,$GNGST,142058.6,2.188,,,,0.023,0.015,0.035,*6B,
$GNGGA,142058.8,3004.236606,N,3101.288952,E,5,13,0.7,76.561,M,15.52,M,1.2,*6C,$GNGST,142058.8,2.03,,,,0.023,0.015,0.038,*6A,
$GNGGA,142059,3004.236429,N,3101.288839,E,5,14,0.7,76.596,M,15.52,M,1.4,*69,$GNGST,142059,2.485,,,,0.023,0.015,0.038,*69,
$GNGGA,142059.2,3004.236244,N,3101.288736,E,5,14,0.7,76.612,M,15.52,M,1.6,*66,$GNGST,142059.2,1.997,,,,0.023,0.015,0.037,*69,
$GNGGA,142059.4,3004.236062,N,3101.288622,E,5,15,0.7,76.64,M,15.52,M,0.8,*68,$GNGST,142059.4,1.944,,,,0.023,0.015,0.036,*60,
$GNGGA,142059.6,3004.235888,N,3101.288508,E,5,15,0.7,76.652,M,15.52,M,1,*6C,$GNGST,142059.6,1.862,,,,0.023,0.014,0.036,*66,
$GNGGA,142059.8,3004.235712,N,3101.288399,E,5,15,0.7,76.68,M,15.52,M,1.2,*60,$GNGST,142059.8,2.27,,,,0.023,0.014,0.035,*61,
$GNGGA,142100,3004.235542,N,3101.288288,E,5,15,0.6,76.686,M,15.52,M,1.4,*6C,$GNGST,142100,1.803,,,,0.023,0.014,0.035,*69,
$GNGGA,142100.2,3004.235375,N,3101.28818,E,5,16,0.6,76.692,M,15.52,M,0.6,*6A,$GNGST,142100.2,1.954,,,,0.023,0.014,0.035,*68,
$GNGGA,142100.4,3004.235209,N,3101.288069,E,5,16,0.6,76.72,M,15.52,M,0.8,*61,$GNGST,142100.4,2.787,,,,0.023,0.014,0.034,*6C,
$GNGGA,142100.6,3004.235053,N,3101.287959,E,5,17,0.6,76.689,M,15.52,M,1,*6E,$GNGST,142100.6,2.941,,,,0.023,0.014,0.034,*6A,
$GNGGA,142100.8,3004.234891,N,3101.287852,E,5,17,0.6,76.744,M,15.52,M,1.2,*65,$GNGST,142100.8,2.255,,,,0.023,0.014,0.033,*6D,
$GNGGA,142101,3004.234742,N,3101.287745,E,5,17,0.6,76.737,M,15.52,M,1.4,*65,$GNGST,142101,1.917,,,,0.023,0.014,0.033,*6A,
$GNGGA,142101.2,3004.234606,N,3101.287647,E,5,17,0.6,76.77,M,15.52,M,0.6,*61,$GNGST,142101.2,2.047,,,,0.023,0.014,0.033,*67,
$GNGGA,142101.4,3004.234483,N,3101.287557,E,5,17,0.6,76.785,M,15.52,M,0.8,*61,$GNGST,142101.4,1.816,,,,0.023,0.014,0.033,*6E,
$GNGGA,142101.6,3004.234371,N,3101.287473,E,5,17,0.6,76.809,M,15.52,M,1,*64,$GNGST,142101.6,1.611,,,,0.023,0.014,0.033,*65,
$GNGGA,142101.8,3004.234275,N,3101.287399,E,5,18,0.6,76.802,M,15.52,M,1.2,*69,$GNGST,142101.8,2.262,,,,0.023,0.014,0.033,*68,
$GNGGA,142102,3004.234187,N,3101.287333,E,5,18,0.6,76.816,M,15.52,M,1.4,*61,$GNGST,142102,2.057,,,,0.023,0.014,0.034,*60,
$GNGGA,142102.2,3004.234108,N,3101.287271,E,5,18,0.6,76.811,M,15.52,M,1.6,*61,$GNGST,142102.2,1.732,,,,0.023,0.014,0.033,*62,
$GNGGA,142102.4,3004.234035,N,3101.287207,E,5,18,0.6,76.855,M,15.52,M,0.8,*68,$GNGST,142102.4,2.084,,,,0.023,0.014,0.033,*6D,
$GNGGA,142102.6,3004.233986,N,3101.287238,E,4,18,0.6,76.683,M,15.52,M,1,*66,$GNGST,142102.6,1.936,,,,0.006,0.006,0.021,*6B,
$GNGGA,142102.8,3004.233885,N,3101.287085,E,5,17,0.6,76.865,M,15.52,M,1.2,*6E,$GNGST,142102.8,1.773,,,,0.023,0.014,0.034,*6A,
$GNGGA,142103,3004.233835,N,3101.28712,E,4,18,0.6,76.669,M,15.52,M,1.4,*63,$GNGST,142103,1.718,,,,0.006,0.006,0.021,*6E,
$GNGGA,142103.2,3004.233751,N,3101.287044,E,4,18,0.6,76.697,M,15.52,M,1.6,*69,$GNGST,142103.2,1.864,,,,0.006,0.006,0.021,*68,
$GNGGA,142103.4,3004.233662,N,3101.28696,E,4,18,0.6,76.691,M,15.52,M,0.8,*6F,$GNGST,142103.4,2.219,,,,0.005,0.006,0.02,*6F,
$GNGGA,142103.6,3004.233574,N,3101.286887,E,4,18,0.6,76.716,M,15.52,M,1,*6C,$GNGST,142103.6,2.531,,,,0.005,0.006,0.02,*60,
$GNGGA,142103.8,3004.23348,N,3101.286809,E,4,18,0.6,76.711,M,15.52,M,1.2,*6D,$GNGST,142103.8,2.021,,,,0.005,0.006,0.02,*6A,
$GNGGA,142104,3004.233392,N,3101.286716,E,4,18,0.6,76.735,M,15.52,M,1.4,*61,$GNGST,142104,2.236,,,,0.006,0.006,0.02,*62,
$GNGGA,142104.2,3004.233314,N,3101.286625,E,4,18,0.6,76.718,M,15.52,M,1.6,*67,$GNGST,142104.2,2.026,,,,0.006,0.006,0.02,*63,
$GNGGA,142104.4,3004.233221,N,3101.286541,E,4,18,0.6,76.73,M,15.52,M,1.8,*64,$GNGST,142104.4,2.088,,,,0.006,0.006,0.021,*60,
$GNGGA,142104.6,3004.233138,N,3101.286451,E,4,18,0.6,76.778,M,15.52,M,1,*69,$GNGST,142104.6,2.102,,,,0.005,0.006,0.02,*63,
$GNGGA,142104.8,3004.233052,N,3101.286379,E,4,18,0.6,76.764,M,15.52,M,1.2,*6A,$GNGST,142104.8,2.056,,,,0.005,0.006,0.02,*6D,
$GNGGA,142105,3004.232976,N,3101.28629,E,4,18,0.6,76.771,M,15.52,M,1.4,*6C,$GNGST,142105,1.91,,,,0.005,0.006,0.02,*6C,
$GNGGA,142105.2,3004.232899,N,3101.2862,E,4,18,0.6,76.788,M,15.52,M,1.6,*65,$GNGST,142105.2,1.94,,,,0.006,0.006,0.02,*68,
$GNGGA,142105.4,3004.232842,N,3101.286125,E,4,18,0.6,76.782,M,15.52,M,1.8,*61,$GNGST,142105.4,1.87,,,,0.006,0.006,0.02,*6C,
$GNGGA,142105.6,3004.232782,N,3101.286071,E,4,18,0.6,76.798,M,15.52,M,2,*6F,$GNGST,142105.6,1.903,,,,0.006,0.006,0.021,*6A,
$GNGGA,142105.8,3004.232746,N,3101.286027,E,4,18,0.6,76.775,M,15.52,M,1.2,*66,$GNGST,142105.8,1.879,,,,0.005,0.006,0.02,*6A,
$GNGGA,142106,3004.232715,N,3101.285981,E,4,18,0.6,76.79,M,15.52,M,1.4,*64,$GNGST,142106,1.889,,,,0.005,0.006,0.02,*6E,
$GNGGA,142106.2,3004.232694,N,3101.285955,E,4,18,0.6,76.779,M,15.52,M,1.6,*64,$GNGST,142106.2,1.823,,,,0.006,0.006,0.02,*6F,
$GNGGA,142106.4,3004.232679,N,3101.285937,E,4,18,0.6,76.792,M,15.52,M,1.8,*6B,$GNGST,142106.4,2.029,,,,0.006,0.006,0.02,*68,
$GNGGA,142106.6,3004.23267,N,3101.285927,E,4,18,0.6,76.802,M,15.52,M,1,*68,$GNGST,142106.6,2.322,,,,0.005,0.006,0.02,*61,
$GNGGA,142106.8,3004.232669,N,3101.285925,E,4,18,0.6,76.807,M,15.52,M,1.2,*61,$GNGST,142106.8,2.521,,,,0.005,0.006,0.02,*6A,
$GNGGA,142107,3004.232672,N,3101.285929,E,4,18,0.6,76.809,M,15.52,M,1.4,*61,$GNGST,142107,2.449,,,,0.005,0.006,0.02,*6C,
$GNGGA,142107.2,3004.23268,N,3101.285938,E,4,18,0.6,76.8,M,15.52,M,1.6,*6D,$GNGST,142107.2,2.414,,,,0.006,0.006,0.02,*65,
$GNGGA,142107.4,3004.232685,N,3101.285944,E,4,18,0.6,76.795,M,15.52,M,0.8,*6A,$GNGST,142107.4,2.499,,,,0.005,0.005,0.02,*66,
$GNGGA,142107.6,3004.232686,N,3101.285946,E,4,18,0.6,76.79,M,15.52,M,1,*62,$GNGST,142107.6,2.625,,,,0.005,0.006,0.02,*62,
$GNGGA,142107.8,3004.232683,N,3101.285944,E,4,18,0.6,76.797,M,15.52,M,1.2,*66,$GNGST,142107.8,2.754,,,,0.005,0.006,0.02,*6B,
$GNGGA,142108,3004.232682,N,3101.285942,E,4,18,0.6,76.799,M,15.52,M,1.4,*6D,$GNGST,142108,2.879,,,,0.005,0.006,0.02,*6C,
$GNGGA,142108.2,3004.23268,N,3101.285941,E,4,18,0.6,76.797,M,15.52,M,1.6,*61,$GNGST,142108.2,2.976,,,,0.006,0.006,0.02,*63,
$GNGGA,142108.4,3004.232682,N,3101.285942,E,4,18,0.6,76.793,M,15.52,M,1.8,*67,$GNGST,142108.4,3.012,,,,0.006,0.006,0.02,*6F,
$GNGGA,142108.6,3004.232681,N,3101.285941,E,4,18,0.6,76.802,M,15.52,M,2,*62,$GNGST,142108.6,3.1,,,,0.006,0.006,0.021,*6E,
